  44.45328	   29.90285	   39.50310
  36.84290	   16.63835	   96.08500
  15.84973	   35.08123	   13.27158
  12.11900	   34.78042	   65.58549
  33.14318	   49.28837	   59.27713
  29.41624	   34.19521	   73.53598
  11.76620	   18.86672	   13.73692
  22.45866	   27.61680	   32.60756
  27.35745	   26.20044	   35.28707
   5.17739	   23.59640	   58.52404
  17.36525	    0.50366	   80.97524
  43.48946	   14.36242	   13.06331
  23.97644	   37.53290	   22.25816
   7.02706	   19.09356	   96.56255
  45.45301	   18.81346	    3.31570
  40.42780	   39.55611	   13.69876
   1.64452	   41.75352	    1.06681
  26.79612	    8.02889	   46.99710
   7.17749	    4.60172	    0.92610
  14.81357	   48.38944	   29.39366
  33.23152	   16.25967	   15.91217
  26.86485	   11.50828	   60.94128
  17.31353	   22.15084	   56.83830
   1.41871	    2.86439	    1.57796
  45.58454	   25.12455	   21.96403
  37.44387	   32.60110	   54.02289
  36.36836	   16.85704	   69.13482
   9.05304	    1.27931	   52.27509
  41.19899	   26.15022	   81.81005
  46.04225	   45.78154	   49.34654
   8.48860	   15.59321	   46.40607
   2.16928	   43.87691	   70.31457
   6.22444	   46.86001	   37.67534
   2.95319	   15.84695	   44.97373
  45.99471	   23.50274	   21.76007
  14.42401	    6.32516	   31.28348
  16.94956	   48.33401	   35.10716
  18.41858	   37.42190	   35.86116
  28.20833	   20.43924	   57.04795
  38.00517	    9.33442	   96.92500
  18.56180	    5.81799	   54.93409
  10.39087	   26.04091	   87.21257
  16.98717	   21.92258	   76.86480
  36.54960	   32.73589	   24.35954
  37.14535	   33.56064	   53.12719
  33.99589	    4.22613	   74.85702
   7.80504	   19.39932	   55.27742
  37.29301	    1.61609	    7.93224
  35.18135	   20.37584	   81.81267
  22.79673	   19.24965	   56.23856
   3.14878	   19.69578	   60.20876
  16.39682	   22.29674	   56.80580
  39.85664	   14.96002	   88.49277
  20.70711	   29.09948	   54.57530
   3.26420	   15.24075	   90.34857
  29.50026	   20.59945	   56.82032
   9.82238	   19.81661	   23.98637
  33.87411	   21.94920	   50.51953
  36.49693	   12.85344	    5.63737
  47.73968	   18.49802	   36.52729
  26.32136	   11.96224	   25.41672
  23.57821	   21.03141	   92.53414
  20.51517	   37.70448	    8.94871
  17.24162	   16.09751	   29.28459
  15.17235	   15.45463	   78.91991
  10.88835	   45.80219	   37.98258
  17.70193	   15.69509	   27.76374
  29.50256	   25.76737	   63.30774
  47.05287	   18.03691	   37.01068
  32.85383	    2.47329	   24.36898
  15.35493	   16.08676	   72.91061
  10.93959	   16.52397	   13.63350
  18.31720	   16.20629	   28.31101
  23.74762	   49.22036	    5.31086
  29.58242	    5.14140	   63.13370
  47.54193	   14.73867	    6.15505
  47.12140	   40.39768	   16.32325
  21.44133	   21.85345	   58.82374
  17.54887	   13.92904	   28.36772
  30.77297	    1.29747	   70.81696
  23.22002	   16.90381	   56.91436
  13.50384	   44.69035	   96.39204
  47.48616	   39.71790	   71.37879
  35.88766	   24.43564	   62.68648
  15.81990	   14.59195	   79.81970
  16.88747	   29.19497	   33.35464
  13.80091	   47.45820	   28.58660
  30.05641	   47.17684	   64.39464
  44.34622	    3.24754	   98.34432
  46.94791	   18.65367	   37.49197
  46.32469	   20.10613	   70.67639
   6.99660	   20.59048	   61.70553
  26.21390	   42.95374	   62.44273
  16.86167	   39.22905	   65.15786
  17.46460	   15.48491	   33.36770
  38.76120	   14.68722	   87.22419
   6.93146	   38.45412	   53.37936
  44.72019	   15.41931	    2.03003
  35.79937	   23.77283	   98.06832
   9.37025	   45.71360	   37.41866
  13.71721	   27.79948	   75.41115
  35.30021	   17.61436	   69.07505
   9.99811	    5.76954	   24.08142
  38.15545	   24.66351	   50.81345
   3.46174	   45.10414	   35.92574
  16.94384	    2.69946	   81.05412
   6.65374	   40.22645	   24.40703
  36.66917	   40.03305	   39.80642
  45.84571	   43.46377	    7.21916
  38.62226	   14.01286	   88.41323
  44.02231	   39.47716	   58.09747
  10.77033	   23.32182	   95.44528
   7.75972	   14.80599	   97.19025
   8.23909	   18.99670	    1.12140
  30.21966	    8.12505	   54.53040
   0.50561	   40.59419	   10.86525
  16.26187	   48.40953	   74.26985
  45.33444	   45.40358	   21.02497
  16.21621	   44.06447	    0.21794
  46.79186	   47.96967	   58.18970
  15.55709	   10.01022	   11.05825
  11.70985	   34.64186	   80.03251
   9.43253	    6.23643	    1.45541
   7.74230	   14.77239	   26.12378
   2.86217	   23.53675	    3.73843
  47.06394	   11.50428	   87.39666
  24.64681	   33.31608	   51.72889
   2.52320	   20.28811	   52.84945
  40.77616	   23.70433	   76.52022
  12.93685	   35.22830	   80.81512
  33.38831	    4.26795	   74.29675
  11.87206	   46.37233	   90.28720
  49.22814	   39.04148	   71.24218
  15.33870	   49.46613	   73.57526
  46.97962	   15.07340	   92.27398
  21.30670	   13.07464	   38.05808
  16.55853	   17.01351	   28.39614
  39.69509	    8.09162	   97.50534
  44.59488	   44.86054	   19.72361
  46.34217	   24.24873	   22.32561
  24.53912	   27.49604	   39.05299
  46.93608	   47.75279	   58.59788
   3.66582	   13.61337	   59.76802
   8.51937	    1.07354	   53.05025
   5.41101	   36.86713	   20.70540
  15.47931	    3.72393	   98.32806
  10.02617	   21.24999	   97.12310
  46.06964	   41.40289	   33.07615
  34.21276	   47.90824	   27.27129
   3.45577	   44.19169	   35.53985
  31.44924	   22.03080	    2.73164
  33.64895	   21.87670	   49.70797
  47.27570	   39.77022	   17.69804
   8.81325	   11.98146	   96.71160
  21.95494	    9.09406	   79.36992
   4.89505	   45.28534	   35.38682
  33.63318	   39.87722	   47.57655
  17.85299	   15.92851	   28.10234
  47.03371	   20.02146	   34.87023
  23.37834	   48.22942	    4.81989
  46.36019	    8.24924	   42.95015
  49.38540	   18.98929	   50.76040
